series_type,date,ron95,ron97,diesel,diesel_eastmsia,ron95_budi95,ron95_skps
change_weekly,2017-11-23,-0.08000000000000007,-0.08000000000000007,-0.020000000000000018,-0.020000000000000018,,
level,2017-11-30,2.3,2.58,2.25,2.25,,
change_weekly,2017-11-30,0.0,0.0,0.020000000000000018,0.020000000000000018,,
level,2017-12-07,2.29,2.57,2.21,2.21,,
change_weekly,2017-12-07,-0.009999999999999787,-0.010000000000000231,-0.040000000000000036,-0.040000000000000036,,
level,2017-12-14,2.25,2.52,2.2,2.2,,
change_weekly,2017-12-14,-0.040000000000000036,-0.04999999999999982,-0.009999999999999787,-0.009999999999999787,,
level,2017-12-21,2.27,2.54,2.23,2.23,,
change_weekly,2017-12-21,0.020000000000000018,0.020000000000000018,0.029999999999999805,0.029999999999999805,,
level,2017-12-28,2.26,2.53,2.26,2.26,,
change_weekly,2017-12-28,-0.010000000000000231,-0.010000000000000231,0.029999999999999805,0.029999999999999805,,
level,2018-01-04,2.29,2.56,2.32,2.32,,
change_weekly,2018-01-04,0.03000000000000025,0.03000000000000025,0.06000000000000005,0.06000000000000005,,
level,2018-01-11,2.26,2.53,2.32,2.32,,
change_weekly,2018-01-11,-0.03000000000000025,-0.03000000000000025,0.0,0.0,,
level,2018-01-18,2.3,2.57,2.32,2.32,,
change_weekly,2018-01-18,0.040000000000000036,0.040000000000000036,0.0,0.0,,
level,2018-01-25,2.29,2.56,2.31,2.31,,
change_weekly,2018-01-25,-0.009999999999999787,-0.009999999999999787,-0.009999999999999787,-0.009999999999999787,,
level,2018-02-01,2.31,2.58,2.34,2.34,,
change_weekly,2018-02-01,0.020000000000000018,0.020000000000000018,0.029999999999999805,0.029999999999999805,,
level,2018-02-08,2.33,2.61,2.31,2.31,,
change_weekly,2018-02-08,0.020000000000000018,0.029999999999999805,-0.029999999999999805,-0.029999999999999805,,
level,2018-02-15,2.23,2.5,2.19,2.19,,
change_weekly,2018-02-15,-0.10000000000000009,-0.10999999999999988,-0.1200000000000001,-0.1200000000000001,,
level,2018-02-22,2.17,2.43,2.13,2.13,,
change_weekly,2018-02-22,-0.06000000000000005,-0.06999999999999984,-0.06000000000000005,-0.06000000000000005,,
level,2018-03-01,2.2,2.47,2.18,2.18,,
change_weekly,2018-03-01,0.03000000000000025,0.040000000000000036,0.050000000000000266,0.050000000000000266,,
level,2018-03-08,2.21,2.47,2.17,2.17,,
change_weekly,2018-03-08,0.009999999999999787,0.0,-0.010000000000000231,-0.010000000000000231,,
level,2018-03-15,2.18,2.45,2.16,2.16,,
change_weekly,2018-03-15,-0.029999999999999805,-0.020000000000000018,-0.009999999999999787,-0.009999999999999787,,
level,2018-03-22,2.2,2.47,2.18,2.18,,
change_weekly,2018-03-22,0.020000000000000018,0.020000000000000018,0.020000000000000018,0.020000000000000018,,
level,2018-03-29,2.2,2.47,2.18,2.18,,
change_weekly,2018-03-29,0.0,0.0,0.0,0.0,,
level,2018-04-05,2.2,2.47,2.18,2.18,,
change_weekly,2018-04-05,0.0,0.0,0.0,0.0,,
level,2018-04-12,2.2,2.47,2.18,2.18,,
change_weekly,2018-04-12,0.0,0.0,0.0,0.0,,
level,2018-04-19,2.2,2.47,2.18,2.18,,
change_weekly,2018-04-19,0.0,0.0,0.0,0.0,,
level,2018-04-26,2.2,2.47,2.18,2.18,,
change_weekly,2018-04-26,0.0,0.0,0.0,0.0,,
level,2018-05-03,2.2,2.47,2.18,2.18,,
change_weekly,2018-05-03,0.0,0.0,0.0,0.0,,
level,2018-05-10,2.2,2.47,2.18,2.18,,
change_weekly,2018-05-10,0.0,0.0,0.0,0.0,,
level,2018-06-07,2.2,2.66,2.18,2.18,,
change_weekly,2018-06-07,0.0,0.18999999999999995,0.0,0.0,,
level,2018-06-14,2.2,2.6,2.18,2.18,,
change_weekly,2018-06-14,0.0,-0.06000000000000005,0.0,0.0,,
level,2018-06-21,2.2,2.59,2.18,2.18,,
change_weekly,2018-06-21,0.0,-0.010000000000000231,0.0,0.0,,
level,2018-06-28,2.2,2.5,2.18,2.18,,
change_weekly,2018-06-28,0.0,-0.08999999999999986,0.0,0.0,,
level,2018-07-05,2.2,2.58,2.18,2.18,,
change_weekly,2018-07-05,0.0,0.08000000000000007,0.0,0.0,,
level,2018-07-12,2.2,2.59,2.18,2.18,,
change_weekly,2018-07-12,0.0,0.009999999999999787,0.0,0.0,,
level,2018-07-19,2.2,2.56,2.18,2.18,,
change_weekly,2018-07-19,0.0,-0.029999999999999805,0.0,0.0,,
level,2018-07-26,2.2,2.54,2.18,2.18,,
change_weekly,2018-07-26,0.0,-0.020000000000000018,0.0,0.0,,
level,2018-08-02,2.2,2.64,2.18,2.18,,
change_weekly,2018-08-02,0.0,0.10000000000000009,0.0,0.0,,
level,2018-08-09,2.2,2.61,2.18,2.18,,
change_weekly,2018-08-09,0.0,-0.03000000000000025,0.0,0.0,,
level,2018-08-16,2.2,2.65,2.18,2.18,,
change_weekly,2018-08-16,0.0,0.040000000000000036,0.0,0.0,,
level,2018-08-23,2.2,2.65,2.18,2.18,,
change_weekly,2018-08-23,0.0,0.0,0.0,0.0,,
level,2018-08-30,2.2,2.69,2.18,2.18,,
change_weekly,2018-08-30,0.0,0.040000000000000036,0.0,0.0,,
level,2018-10-01,2.2,2.79,2.18,2.18,,
change_weekly,2018-10-01,0.0,0.10000000000000009,0.0,0.0,,
level,2018-11-01,2.2,2.81,2.18,2.18,,
change_weekly,2018-11-01,0.0,0.020000000000000018,0.0,0.0,,
level,2018-12-01,2.2,2.5,2.18,2.18,,
change_weekly,2018-12-01,0.0,-0.31000000000000005,0.0,0.0,,
level,2019-01-01,2.2,2.5,2.18,2.18,,
change_weekly,2019-01-01,0.0,0.0,0.0,0.0,,
level,2019-01-05,1.93,2.23,2.04,2.04,,
change_weekly,2019-01-05,-0.27000000000000024,-0.27,-0.14000000000000012,-0.14000000000000012,,
level,2019-01-12,1.92,2.22,2.05,2.05,,
change_weekly,2019-01-12,-0.010000000000000009,-0.009999999999999787,0.009999999999999787,0.009999999999999787,,
level,2019-01-19,1.98,2.28,2.17,2.17,,
change_weekly,2019-01-19,0.06000000000000005,0.05999999999999961,0.1200000000000001,0.1200000000000001,,
level,2019-01-26,1.98,2.28,2.18,2.18,,
change_weekly,2019-01-26,0.0,0.0,0.010000000000000231,0.010000000000000231,,
level,2019-02-02,1.93,2.23,2.18,2.18,,
change_weekly,2019-02-02,-0.050000000000000044,-0.04999999999999982,0.0,0.0,,
level,2019-02-09,1.97,2.27,2.18,2.18,,
change_weekly,2019-02-09,0.040000000000000036,0.040000000000000036,0.0,0.0,,
level,2019-02-16,1.98,2.28,2.18,2.18,,
change_weekly,2019-02-16,0.010000000000000009,0.009999999999999787,0.0,0.0,,
level,2019-02-23,2.08,2.38,2.18,2.18,,
change_weekly,2019-02-23,0.10000000000000009,0.10000000000000009,0.0,0.0,,
level,2019-03-02,2.08,2.43,2.18,2.18,,
change_weekly,2019-03-02,0.0,0.050000000000000266,0.0,0.0,,
level,2019-03-09,2.08,2.46,2.18,2.18,,
change_weekly,2019-03-09,0.0,0.029999999999999805,0.0,0.0,,
level,2019-03-16,2.08,2.54,2.18,2.18,,
change_weekly,2019-03-16,0.0,0.08000000000000007,0.0,0.0,,
level,2019-03-23,2.08,2.61,2.18,2.18,,
change_weekly,2019-03-23,0.0,0.06999999999999984,0.0,0.0,,
level,2019-03-30,2.08,2.63,2.18,2.18,,
change_weekly,2019-03-30,0.0,0.020000000000000018,0.0,0.0,,
level,2019-04-06,2.08,2.63,2.18,2.18,,
change_weekly,2019-04-06,0.0,0.0,0.0,0.0,,
level,2019-04-13,2.08,2.68,2.18,2.18,,
change_weekly,2019-04-13,0.0,0.050000000000000266,0.0,0.0,,
level,2019-04-20,2.08,2.8,2.18,2.18,,
change_weekly,2019-04-20,0.0,0.11999999999999966,0.0,0.0,,
level,2019-04-27,2.08,2.81,2.18,2.18,,
change_weekly,2019-04-27,0.0,0.010000000000000231,0.0,0.0,,
level,2019-05-04,2.08,2.8,2.18,2.18,,
change_weekly,2019-05-04,0.0,-0.010000000000000231,0.0,0.0,,
level,2019-05-11,2.08,2.7,2.18,2.18,,
change_weekly,2019-05-11,0.0,-0.09999999999999964,0.0,0.0,,
level,2019-05-18,2.08,2.68,2.18,2.18,,
change_weekly,2019-05-18,0.0,-0.020000000000000018,0.0,0.0,,
level,2019-05-25,2.08,2.76,2.18,2.18,,
change_weekly,2019-05-25,0.0,0.07999999999999963,0.0,0.0,,
level,2019-06-01,2.08,2.63,2.18,2.18,,
change_weekly,2019-06-01,0.0,-0.1299999999999999,0.0,0.0,,
level,2019-06-15,2.08,2.41,2.18,2.18,,
change_weekly,2019-06-15,0.0,-0.21999999999999975,0.0,0.0,,
level,2019-06-22,2.08,2.38,2.18,2.18,,
change_weekly,2019-06-22,0.0,-0.03000000000000025,0.0,0.0,,
level,2019-06-29,2.08,2.49,2.18,2.18,,
change_weekly,2019-06-29,0.0,0.11000000000000032,0.0,0.0,,
level,2019-07-06,2.08,2.53,2.18,2.18,,
change_weekly,2019-07-06,0.0,0.03999999999999959,0.0,0.0,,
level,2019-07-13,2.08,2.57,2.18,2.18,,
change_weekly,2019-07-13,0.0,0.040000000000000036,0.0,0.0,,
level,2019-07-20,2.08,2.67,2.18,2.18,,
change_weekly,2019-07-20,0.0,0.10000000000000009,0.0,0.0,,
level,2019-07-27,2.08,2.56,2.18,2.18,,
change_weekly,2019-07-27,0.0,-0.10999999999999988,0.0,0.0,,
level,2019-08-03,2.08,2.54,2.18,2.18,,
change_weekly,2019-08-03,0.0,-0.020000000000000018,0.0,0.0,,
level,2019-08-10,2.08,2.49,2.18,2.18,,
change_weekly,2019-08-10,0.0,-0.04999999999999982,0.0,0.0,,
level,2019-08-17,2.08,2.49,2.18,2.18,,
change_weekly,2019-08-17,0.0,0.0,0.0,0.0,,
level,2019-08-24,2.08,2.51,2.18,2.18,,
change_weekly,2019-08-24,0.0,0.019999999999999574,0.0,0.0,,
level,2019-08-31,2.08,2.5,2.18,2.18,,
change_weekly,2019-08-31,0.0,-0.009999999999999787,0.0,0.0,,
level,2019-09-07,2.08,2.5,2.18,2.18,,
change_weekly,2019-09-07,0.0,0.0,0.0,0.0,,
level,2019-09-14,2.08,2.53,2.18,2.18,,
change_weekly,2019-09-14,0.0,0.029999999999999805,0.0,0.0,,
level,2019-09-21,2.08,2.67,2.18,2.18,,
change_weekly,2019-09-21,0.0,0.14000000000000012,0.0,0.0,,
level,2019-09-28,2.08,2.79,2.18,2.18,,
change_weekly,2019-09-28,0.0,0.1200000000000001,0.0,0.0,,
level,2019-10-05,2.08,2.6,2.18,2.18,,
change_weekly,2019-10-05,0.0,-0.18999999999999995,0.0,0.0,,
level,2019-10-12,2.08,2.67,2.18,2.18,,
change_weekly,2019-10-12,0.0,0.06999999999999984,0.0,0.0,,
level,2019-10-19,2.08,2.68,2.18,2.18,,
change_weekly,2019-10-19,0.0,0.010000000000000231,0.0,0.0,,
level,2019-10-26,2.08,2.59,2.18,2.18,,
change_weekly,2019-10-26,0.0,-0.0900000000000003,0.0,0.0,,
level,2019-11-02,2.08,2.56,2.18,2.18,,
change_weekly,2019-11-02,0.0,-0.029999999999999805,0.0,0.0,,
level,2019-11-09,2.08,2.57,2.18,2.18,,
change_weekly,2019-11-09,0.0,0.009999999999999787,0.0,0.0,,
level,2019-11-16,2.08,2.7,2.18,2.18,,
change_weekly,2019-11-16,0.0,0.13000000000000034,0.0,0.0,,
level,2019-11-23,2.08,2.66,2.18,2.18,,
change_weekly,2019-11-23,0.0,-0.040000000000000036,0.0,0.0,,
level,2019-11-30,2.08,2.66,2.18,2.18,,
change_weekly,2019-11-30,0.0,0.0,0.0,0.0,,
level,2019-12-07,2.08,2.64,2.18,2.18,,
change_weekly,2019-12-07,0.0,-0.020000000000000018,0.0,0.0,,
level,2019-12-14,2.08,2.64,2.18,2.18,,
change_weekly,2019-12-14,0.0,0.0,0.0,0.0,,
level,2019-12-21,2.08,2.58,2.18,2.18,,
change_weekly,2019-12-21,0.0,-0.06000000000000005,0.0,0.0,,
level,2019-12-28,2.08,2.63,2.18,2.18,,
change_weekly,2019-12-28,0.0,0.04999999999999982,0.0,0.0,,
level,2020-01-04,2.08,2.65,2.18,2.18,,
change_weekly,2020-01-04,0.0,0.020000000000000018,0.0,0.0,,
level,2020-01-11,2.08,2.62,2.18,2.18,,
change_weekly,2020-01-11,0.0,-0.029999999999999805,0.0,0.0,,
level,2020-01-18,2.08,2.53,2.18,2.18,,
change_weekly,2020-01-18,0.0,-0.0900000000000003,0.0,0.0,,
level,2020-01-25,2.08,2.49,2.18,2.18,,
change_weekly,2020-01-25,0.0,-0.03999999999999959,0.0,0.0,,
level,2020-02-01,2.08,2.41,2.18,2.18,,
change_weekly,2020-02-01,0.0,-0.08000000000000007,0.0,0.0,,
level,2020-02-08,2.04,2.34,2.08,2.08,,
change_weekly,2020-02-08,-0.040000000000000036,-0.07000000000000028,-0.10000000000000009,-0.10000000000000009,,
level,2020-02-15,2.06,2.36,2.14,2.14,,
change_weekly,2020-02-15,0.020000000000000018,0.020000000000000018,0.06000000000000005,0.06000000000000005,,
level,2020-02-22,2.08,2.38,2.14,2.14,,
change_weekly,2020-02-22,0.020000000000000018,0.020000000000000018,0.0,0.0,,
level,2020-02-29,2.08,2.4,2.13,2.13,,
change_weekly,2020-02-29,0.0,0.020000000000000018,-0.010000000000000231,-0.010000000000000231,,
level,2020-03-07,1.89,2.19,1.96,1.96,,
change_weekly,2020-03-07,-0.19000000000000017,-0.20999999999999996,-0.16999999999999993,-0.16999999999999993,,
level,2020-03-14,1.82,2.1,1.87,1.87,,
change_weekly,2020-03-14,-0.06999999999999984,-0.08999999999999986,-0.08999999999999986,-0.08999999999999986,,
level,2020-03-21,1.44,1.74,1.75,1.75,,
change_weekly,2020-03-21,-0.3800000000000001,-0.3600000000000001,-0.1200000000000001,-0.1200000000000001,,
level,2020-03-28,1.38,1.68,1.68,1.68,,
change_weekly,2020-03-28,-0.06000000000000005,-0.06000000000000005,-0.07000000000000006,-0.07000000000000006,,
level,2020-04-04,1.3,1.6,1.58,1.58,,
change_weekly,2020-04-04,-0.07999999999999985,-0.07999999999999985,-0.09999999999999987,-0.09999999999999987,,
level,2020-04-11,1.25,1.55,1.46,1.46,,
change_weekly,2020-04-11,-0.050000000000000044,-0.050000000000000044,-0.1200000000000001,-0.1200000000000001,,
level,2020-04-18,1.25,1.55,1.43,1.43,,
change_weekly,2020-04-18,0.0,0.0,-0.030000000000000027,-0.030000000000000027,,
level,2020-04-25,1.25,1.55,1.4,1.4,,
change_weekly,2020-04-25,0.0,0.0,-0.030000000000000027,-0.030000000000000027,,
level,2020-05-02,1.25,1.55,1.4,1.4,,
change_weekly,2020-05-02,0.0,0.0,0.0,0.0,,
level,2020-05-09,1.25,1.55,1.4,1.4,,
change_weekly,2020-05-09,0.0,0.0,0.0,0.0,,
level,2020-05-16,1.31,1.61,1.45,1.45,,
change_weekly,2020-05-16,0.06000000000000005,0.06000000000000005,0.050000000000000044,0.050000000000000044,,
level,2020-05-23,1.38,1.68,1.51,1.51,,
change_weekly,2020-05-23,0.06999999999999984,0.06999999999999984,0.06000000000000005,0.06000000000000005,,
level,2020-05-30,1.43,1.73,1.61,1.61,,
change_weekly,2020-05-30,0.050000000000000044,0.050000000000000044,0.10000000000000009,0.10000000000000009,,
level,2020-06-06,1.48,1.78,1.63,1.63,,
change_weekly,2020-06-06,0.050000000000000044,0.050000000000000044,0.019999999999999796,0.019999999999999796,,
level,2020-06-13,1.56,1.86,1.73,1.73,,
change_weekly,2020-06-13,0.08000000000000007,0.08000000000000007,0.10000000000000009,0.10000000000000009,,
level,2020-06-20,1.59,1.89,1.77,1.77,,
change_weekly,2020-06-20,0.030000000000000027,0.029999999999999805,0.040000000000000036,0.040000000000000036,,
level,2020-06-27,1.69,1.99,1.86,1.86,,
change_weekly,2020-06-27,0.09999999999999987,0.10000000000000009,0.09000000000000008,0.09000000000000008,,
level,2020-07-04,1.65,1.95,1.84,1.84,,
change_weekly,2020-07-04,-0.040000000000000036,-0.040000000000000036,-0.020000000000000018,-0.020000000000000018,,
level,2020-07-11,1.72,2.02,1.87,1.87,,
change_weekly,2020-07-11,0.07000000000000006,0.07000000000000006,0.030000000000000027,0.030000000000000027,,
level,2020-07-18,1.72,2.02,1.87,1.87,,
change_weekly,2020-07-18,0.0,0.0,0.0,0.0,,
level,2020-07-25,1.68,1.98,1.82,1.82,,
change_weekly,2020-07-25,-0.040000000000000036,-0.040000000000000036,-0.050000000000000044,-0.050000000000000044,,
level,2020-08-01,1.68,1.98,1.83,1.83,,
change_weekly,2020-08-01,0.0,0.0,0.010000000000000009,0.010000000000000009,,
level,2020-08-08,1.63,1.93,1.79,1.79,,
change_weekly,2020-08-08,-0.050000000000000044,-0.050000000000000044,-0.040000000000000036,-0.040000000000000036,,
level,2020-08-15,1.68,1.98,1.82,1.82,,
change_weekly,2020-08-15,0.050000000000000044,0.050000000000000044,0.030000000000000027,0.030000000000000027,,
level,2020-08-22,1.71,2.01,1.8,1.8,,
change_weekly,2020-08-22,0.030000000000000027,0.029999999999999805,-0.020000000000000018,-0.020000000000000018,,
level,2020-08-29,1.72,2.02,1.78,1.78,,
change_weekly,2020-08-29,0.010000000000000009,0.010000000000000231,-0.020000000000000018,-0.020000000000000018,,
level,2020-09-05,1.71,2.01,1.78,1.78,,
change_weekly,2020-09-05,-0.010000000000000009,-0.010000000000000231,0.0,0.0,,
level,2020-09-12,1.66,1.96,1.72,1.72,,
change_weekly,2020-09-12,-0.050000000000000044,-0.04999999999999982,-0.06000000000000005,-0.06000000000000005,,
level,2020-09-19,1.63,1.93,1.67,1.67,,
change_weekly,2020-09-19,-0.030000000000000027,-0.030000000000000027,-0.050000000000000044,-0.050000000000000044,,
level,2020-09-26,1.68,1.98,1.71,1.71,,
change_weekly,2020-09-26,0.050000000000000044,0.050000000000000044,0.040000000000000036,0.040000000000000036,,
level,2020-10-03,1.71,2.01,1.7,1.7,,
change_weekly,2020-10-03,0.030000000000000027,0.029999999999999805,-0.010000000000000009,-0.010000000000000009,,
level,2020-10-10,1.67,1.97,1.69,1.69,,
change_weekly,2020-10-10,-0.040000000000000036,-0.039999999999999813,-0.010000000000000009,-0.010000000000000009,,
level,2020-10-17,1.68,1.98,1.74,1.74,,
change_weekly,2020-10-17,0.010000000000000009,0.010000000000000009,0.050000000000000044,0.050000000000000044,,
level,2020-10-24,1.64,1.94,1.74,1.74,,
change_weekly,2020-10-24,-0.040000000000000036,-0.040000000000000036,0.0,0.0,,
level,2020-10-31,1.64,1.94,1.74,1.74,,
change_weekly,2020-10-31,0.0,0.0,0.0,0.0,,
level,2020-11-07,1.61,1.91,1.68,1.68,,
change_weekly,2020-11-07,-0.029999999999999805,-0.030000000000000027,-0.06000000000000005,-0.06000000000000005,,
level,2020-11-14,1.62,1.92,1.74,1.74,,
change_weekly,2020-11-14,0.010000000000000009,0.010000000000000009,0.06000000000000005,0.06000000000000005,,
level,2020-11-21,1.64,1.94,1.81,1.81,,
change_weekly,2020-11-21,0.019999999999999796,0.020000000000000018,0.07000000000000006,0.07000000000000006,,
level,2020-11-28,1.67,1.97,1.85,1.85,,
change_weekly,2020-11-28,0.030000000000000027,0.030000000000000027,0.040000000000000036,0.040000000000000036,,
level,2020-12-05,1.7,2.0,1.9,1.9,,
change_weekly,2020-12-05,0.030000000000000027,0.030000000000000027,0.04999999999999982,0.04999999999999982,,
level,2020-12-12,1.73,2.03,1.93,1.93,,
change_weekly,2020-12-12,0.030000000000000027,0.029999999999999805,0.030000000000000027,0.030000000000000027,,
level,2020-12-19,1.78,2.08,1.96,1.96,,
change_weekly,2020-12-19,0.050000000000000044,0.050000000000000266,0.030000000000000027,0.030000000000000027,,
level,2020-12-26,1.8,2.1,1.98,1.98,,
change_weekly,2020-12-26,0.020000000000000018,0.020000000000000018,0.020000000000000018,0.020000000000000018,,
level,2021-01-02,1.84,2.14,2.01,2.01,,
change_weekly,2021-01-02,0.040000000000000036,0.040000000000000036,0.029999999999999805,0.029999999999999805,,
level,2021-01-09,1.84,2.14,2.02,2.02,,
change_weekly,2021-01-09,0.0,0.0,0.010000000000000231,0.010000000000000231,,
level,2021-01-16,1.89,2.19,2.05,2.05,,
change_weekly,2021-01-16,0.04999999999999982,0.04999999999999982,0.029999999999999805,0.029999999999999805,,
level,2021-01-23,1.9,2.2,2.09,2.09,,
change_weekly,2021-01-23,0.010000000000000009,0.010000000000000231,0.040000000000000036,0.040000000000000036,,
level,2021-01-30,1.9,2.2,2.07,2.07,,
change_weekly,2021-01-30,0.0,0.0,-0.020000000000000018,-0.020000000000000018,,
level,2021-02-06,1.93,2.23,2.11,2.11,,
change_weekly,2021-02-06,0.030000000000000027,0.029999999999999805,0.040000000000000036,0.040000000000000036,,
level,2021-02-13,1.96,2.26,2.15,2.15,,
change_weekly,2021-02-13,0.030000000000000027,0.029999999999999805,0.040000000000000036,0.040000000000000036,,
level,2021-02-20,2.0,2.3,2.15,2.15,,
change_weekly,2021-02-20,0.040000000000000036,0.040000000000000036,0.0,0.0,,
level,2021-02-27,2.05,2.35,2.15,2.15,,
change_weekly,2021-02-27,0.04999999999999982,0.050000000000000266,0.0,0.0,,
level,2021-03-04,2.05,2.35,2.15,2.15,,
change_weekly,2021-03-04,0.0,0.0,0.0,0.0,,
level,2021-03-11,2.05,2.4,2.15,2.15,,
change_weekly,2021-03-11,0.0,0.04999999999999982,0.0,0.0,,
level,2021-03-18,2.05,2.47,2.15,2.15,,
change_weekly,2021-03-18,0.0,0.07000000000000028,0.0,0.0,,
level,2021-03-25,2.05,2.5,2.15,2.15,,
change_weekly,2021-03-25,0.0,0.029999999999999805,0.0,0.0,,
level,2021-04-01,2.05,2.52,2.15,2.15,,
change_weekly,2021-04-01,0.0,0.020000000000000018,0.0,0.0,,
level,2021-04-08,2.05,2.54,2.15,2.15,,
change_weekly,2021-04-08,0.0,0.020000000000000018,0.0,0.0,,
level,2021-04-15,2.05,2.54,2.15,2.15,,
change_weekly,2021-04-15,0.0,0.0,0.0,0.0,,
level,2021-04-22,2.05,2.58,2.15,2.15,,
change_weekly,2021-04-22,0.0,0.040000000000000036,0.0,0.0,,
level,2021-04-29,2.05,2.58,2.15,2.15,,
change_weekly,2021-04-29,0.0,0.0,0.0,0.0,,
